iter	RMSE
0	0.03332575017
1	0.03327929336
2	0.0332274582
3	0.03317706296
4	0.0331030319
5	0.0330603348
6	0.0330011988
7	0.03296203476
8	0.03291471792
9	0.03287782719
10	0.03284543399
11	0.03281037223
12	0.0327700265
13	0.03272217589
14	0.03269802049
15	0.03266685131
16	0.03263941246
17	0.03261441251
18	0.03258024897
19	0.03255480004
20	0.03252745502
21	0.03250682253
22	0.03248600945
23	0.03246052677
24	0.03244097843
25	0.03242638583
26	0.03240293948
27	0.03239018203
28	0.0323716425
29	0.03236257864
30	0.03234139252
31	0.03232886468
32	0.03231235486
33	0.03229625607
34	0.03228084364
35	0.03226304683
36	0.03225122216
37	0.03223863225
38	0.03221879027
39	0.03220766377
40	0.03219047134
41	0.03217253552
42	0.03215808415
43	0.03214096401
44	0.03212816936
45	0.03210980194
46	0.03209285323
47	0.03208141623
48	0.03206655846
49	0.03205773566
50	0.03204685018
51	0.0320404928
52	0.03203026702
53	0.03202247243
54	0.03200825724
55	0.03199356412
56	0.03198212933
57	0.03196647052
58	0.03195377195
59	0.03194636248
60	0.03193494299
61	0.03191842414
62	0.03190929707
63	0.0318964353
64	0.03188908883
65	0.03187810843
66	0.03186870837
67	0.03185819842
68	0.03184988033
69	0.03183997441
70	0.03183133884
71	0.03182141458
72	0.03181367601
73	0.03180844532
74	0.03179758399
75	0.03178452723
76	0.03177675407
77	0.031768821
78	0.03175471036
79	0.03174733477
80	0.0317397018
81	0.03173004717
82	0.03171943789
83	0.03171488208
84	0.03170503216
85	0.03169924195
86	0.03168815321
87	0.03167518629
88	0.03166756672
89	0.03166002823
90	0.03164685325
91	0.03163252796
92	0.03162507615
93	0.03161733009
94	0.03161230657
95	0.03160413758
96	0.03159206764
97	0.03158713328
98	0.03158155244
99	0.0315710297
100	0.03156736163
101	0.03155902639
102	0.03155033857
103	0.03153888849
104	0.03152678077
105	0.03151697938
106	0.03150531252
107	0.03149823438
108	0.03148766757
109	0.03147900755
110	0.03147179908
111	0.03146584434
112	0.03146159344
113	0.03145383321
114	0.03144668061
115	0.03143150562
116	0.03142682999
117	0.03141810229
118	0.03140522395
119	0.0314016115
120	0.03139494847
121	0.03138408662
122	0.03137792379
123	0.0313691379
124	0.03136108006
125	0.03135469379
126	0.03135154087
127	0.0313438168
128	0.03133686017
129	0.0313328892
130	0.03132583533
131	0.03131084292
132	0.03130746167
133	0.03130091876
134	0.0312903734
135	0.03128560914
136	0.03127919498
137	0.03127160997
138	0.03126367161
139	0.0312592314
140	0.03125236358
141	0.03124686053
142	0.03123644576
143	0.03123189955
144	0.03122536607
145	0.03122024635
146	0.03121322803
147	0.03120659153
148	0.03119920181
149	0.0311882221
150	0.03117910834
151	0.03116923961
152	0.03116154308
153	0.031151214
154	0.03114780706
155	0.03113323687
156	0.03113096389
157	0.0311253533
158	0.03112115126
159	0.03111192248
160	0.03110549745
161	0.03109541446
162	0.03109065635
163	0.03108197764
164	0.03107132966
165	0.03106615455
166	0.03105874913
167	0.0310486592
168	0.03104017104
169	0.03103249147
170	0.03102537414
171	0.03101785617
172	0.03101105333
173	0.03100574103
174	0.03100235001
175	0.030992224
176	0.03098355182
177	0.03097625732
178	0.03097188816
179	0.03096276305
180	0.03095766485
181	0.03094851522
182	0.03094377285
183	0.03093871635
184	0.03093322115
185	0.03092383724
186	0.03091838255
187	0.03091058951
188	0.03090354684
189	0.03089611168
190	0.0308851622
191	0.03088226464
192	0.03087629353
193	0.0308698264
194	0.03086491243
195	0.03086053039
196	0.03085506978
197	0.03084738051
198	0.03083997988
199	0.03083135003
200	0.03082317696
201	0.03081673322
202	0.03080985443
203	0.03080494753
204	0.0307972574
205	0.03079029511
206	0.03078417768
207	0.0307769492
208	0.03077005314
209	0.0307658631
210	0.03076489156
211	0.03076069948
212	0.0307553618
213	0.03074692452
214	0.03074095751
215	0.0307321255
216	0.03072624828
217	0.03071935262
218	0.03071321684
219	0.03070662499
220	0.0307015067
221	0.03069809798
222	0.03069197944
223	0.03068645458
224	0.03068053371
225	0.03067614438
226	0.03067270571
227	0.03066604445
228	0.03066577852
229	0.03066539759
230	0.03065965063
231	0.03065325388
232	0.03064739117
233	0.03064315667
234	0.03063956851
235	0.03063270587
236	0.03062644622
237	0.03061724187
238	0.0306166338
239	0.0306114675
240	0.03060481999
241	0.03059867196
242	0.03059232407
243	0.03058689644
244	0.03058108647
245	0.03058064456
246	0.03057746859
247	0.03057144225
