iter	RMSE
248	0.03056577368
249	0.03056184464
250	0.03055440861
251	0.03054581237
252	0.03054561304
253	0.03054101733
254	0.03053787773
255	0.03053459842
256	0.03053032495
257	0.03052501149
258	0.03052006802
259	0.03051708861
260	0.03050849177
261	0.03050768692
262	0.0305027248
263	0.03049726334
264	0.03049268477
265	0.03048960124
266	0.03048941471
267	0.03048528736
268	0.03048214838
269	0.03046842609
270	0.03046789172
271	0.03046346941
272	0.03045973434
273	0.03045665329
274	0.03045144158
275	0.03044159296
276	0.03044144435
277	0.0304332495
278	0.03042917512
279	0.03042548444
280	0.03042159156
281	0.030416027
282	0.03040912256
283	0.03040892755
284	0.03040305777
285	0.03039733116
286	0.03038970997
287	0.03038926773
288	0.03038099983
289	0.0303805604
290	0.03037548751
291	0.03037148013
292	0.03036879661
293	0.03036325042
294	0.0303582771
295	0.03035552173
296	0.03034791239
297	0.03034538138
298	0.03034142586
299	0.03033471249
300	0.03032905473
301	0.03032888238
302	0.030328565
303	0.03032297977
304	0.03032045693
305	0.03031716896
306	0.03031196316
307	0.03030707725
308	0.03030271945
309	0.03029586078
310	0.03029257643
311	0.03028582993
312	0.03027663376
313	0.03026941108
314	0.03025926657
315	0.03025909178
316	0.03025087957
317	0.0302456887
318	0.03023944543
319	0.03023012809
320	0.03022404213
321	0.03022398423
322	0.03021854463
323	0.03021246924
324	0.03020780907
325	0.03020331356
326	0.03019780743
327	0.03018508008
328	0.03017822579
329	0.03017423906
330	0.03017101554
331	0.03016295411
332	0.03015967449
333	0.03015961332
334	0.03015712711
335	0.03015393455
336	0.03015021357
337	0.03014323804
338	0.03013596261
339	0.03013028451
340	0.03013004705
341	0.03012467779
342	0.03012270361
343	0.03011926125
344	0.03011304385
345	0.03010827103
346	0.03010154272
347	0.03009624673
348	0.03009205786
349	0.03009126957
350	0.03008843592
351	0.03008390396
352	0.03008025374
353	0.03007472971
354	0.03007157751
355	0.03006450782
356	0.03005840184
357	0.03005327801
358	0.03004887425
359	0.03004446341
360	0.03004000368
361	0.03003645332
362	0.03003296073
363	0.03002831357
364	0.03002826404
365	0.03002675026
366	0.03002160699
367	0.03001706029
368	0.03001272286
369	0.03000866805
370	0.03000587942
371	0.03000448902
372	0.02999745386
373	0.0299922371
374	0.02999008785
375	0.02998290892
376	0.02997864723
377	0.02997861559
378	0.02997398455
379	0.02996926298
380	0.02996874253
381	0.02996671287
382	0.02996295083
383	0.02996167684
384	0.02995723409
385	0.02995258999
386	0.02995132704
387	0.02994583364
388	0.02994233867
389	0.02993831423
390	0.02992835692
391	0.02992434447
392	0.02991829053
393	0.02991398265
394	0.02990869275
395	0.02990071577
396	0.02989242728
397	0.02988890614
398	0.02988876333
399	0.02988030886
400	0.02987785603
401	0.02987621418
402	0.02987123425
403	0.02986677783
404	0.02986315178
405	0.02985774815
406	0.02985552651
407	0.02985547826
408	0.02985427651
409	0.02985389364
410	0.02984923074
411	0.02984724151
412	0.02984232891
413	0.02983655982
414	0.02983243764
415	0.02983038681
416	0.02982595248
417	0.02982237184
418	0.02981765442
419	0.02981433964
420	0.02980992693
421	0.02980665571
422	0.02980286397
423	0.02980133612
424	0.0297959079
425	0.02979271218
426	0.02978748862
427	0.02978630369
428	0.0297841027
429	0.02977976794
430	0.02977759841
431	0.02977542457
432	0.02977014159
433	0.02976524897
434	0.02976146035
435	0.02976003465
436	0.0297560373
437	0.02975054484
438	0.02974675019
439	0.02973855792
440	0.02973466497
441	0.02973052534
442	0.02972794907
443	0.02972504881
444	0.02972305079
445	0.02971994901
446	0.02971552634
447	0.02970989121
448	0.02970484235
449	0.02970448455
450	0.02970105015
451	0.02969715935
452	0.0296900045
453	0.02968347088
454	0.02967806048
455	0.02967325097
456	0.02967013538
457	0.02966460459
458	0.0296617844
459	0.02965815248
460	0.02965288882
461	0.02964694956
462	0.02964369583
463	0.02963888612
464	0.02963498463
465	0.02963158159
466	0.02962922138
467	0.02962679505
468	0.02962540931
469	0.02962169654
470	0.02961753462
471	0.02961704158
472	0.02961232431
473	0.02960935448
474	0.02960445418
475	0.02959794459
476	0.02959303402
477	0.02958764459
478	0.02958482413
479	0.02957969969
480	0.02957264618
481	0.02956961265
482	0.02956433511
483	0.02955963655
484	0.02955606101
485	0.0295512877
486	0.02954816385
487	0.02954774588
488	0.02954418366
489	0.02954406453
490	0.02953981929
491	0.02953391403
492	0.0295304704
493	0.02952688016
494	0.02952502247
495	0.0295248476
496	0.029520802
497	0.02951801419
498	0.02951222451
499	0.02950548323
500	0.02950271138
501	0.02949954632
502	0.02949837113
503	0.02949675711
504	0.02949003427
505	0.02948477691
506	0.02948186475
507	0.02947832885
508	0.02947543227
509	0.02947269137
510	0.02947140788
511	0.02946685109
512	0.02946223164
513	0.02946141925
514	0.0294566753
515	0.02945621744
516	0.02945537325
517	0.02945399228
518	0.02945158391
519	0.0294488973
520	0.02944553884
521	0.02944482739
522	0.02944464025
523	0.02943992022
524	0.02943568399
525	0.02943122091
526	0.02942598922
527	0.02942324604
528	0.02941949232
529	0.02941594798
530	0.02941231169
531	0.02941061814
532	0.02940848412
533	0.02940784334
534	0.02940434758
535	0.02939784607
536	0.02939316034
537	0.02938926992
538	0.02938395869
539	0.02937995475
540	0.02937527693
541	0.02937138195
542	0.02936768994
543	0.0293606338
544	0.02935780459
545	0.02935522466
546	0.029349144
547	0.02934897213
548	0.0293487163
549	0.02934295151
550	0.02934030284
551	0.02933707751
552	0.02933539683
553	0.02933254543
554	0.02932735761
555	0.02932243016
556	0.02931897676
557	0.02931534974
558	0.02931020862
559	0.02930689287
560	0.02930450407
561	0.02930418638
562	0.02930130962
563	0.02929831513
564	0.02929524259
565	0.02929508356
566	0.02929058788
567	0.0292889217
568	0.02928536709
569	0.02928213113
570	0.02927998035
571	0.02927404725
572	0.02927253046
573	0.02926701438
574	0.02926695549
575	0.02926372522
576	0.02925881056
577	0.02925515069
578	0.02925054775
579	0.02924675729
580	0.02924510285
581	0.02924143634
582	0.02923639836
583	0.02923173048
584	0.02922936585
585	0.02922644164
586	0.02922264057
587	0.02921840955
588	0.02921344119
589	0.02921073735
590	0.0292094247
591	0.02920723011
592	0.02920131891
593	0.02920011614
594	0.02919841568
595	0.02919775611
596	0.02919619963
597	0.02919360439
598	0.02919212479
599	0.02918817372
600	0.02918488932
601	0.0291835735
602	0.02917656965
603	0.02917559302
604	0.02917335261
605	0.02917081173
606	0.02916735868
607	0.02916456848
608	0.02916231383
609	0.02915979199
610	0.02915547018
611	0.02915151234
612	0.02914778693
613	0.02914480749
614	0.02914275247
615	0.02914144931
616	0.02913983376
617	0.02913895109
618	0.02913486951
619	0.02913442998
620	0.02913262892
621	0.02912690379
622	0.02912281662
623	0.02912132747
624	0.02911739222
625	0.02911656345
626	0.02911368222
627	0.0291097622
628	0.02910702579
629	0.02910354331
630	0.02910033661
631	0.02909572267
632	0.02909208975
633	0.02909193592
634	0.02908964613
635	0.02908604863
636	0.02908360375
637	0.02908227543
638	0.02907776974
639	0.02907621268
640	0.0290720993
641	0.02907085898
642	0.02906874543
643	0.02906805543
644	0.0290668262
645	0.02906414662
646	0.0290640789
647	0.02906299847
648	0.02906145843
649	0.02905930861
650	0.02905578499
651	0.02905120851
652	0.02904728859
653	0.02904256309
654	0.02903658677
655	0.02903485897
656	0.02903155973
657	0.02902602681
658	0.02902306505
659	0.02902164467
660	0.02901623048
661	0.02901590805
662	0.02901256963
663	0.0290104866
664	0.02900726356
665	0.0290058077
666	0.02900435739
667	0.02899846607
668	0.02899674575
669	0.02899459744
670	0.02899171209
671	0.02898763291
672	0.02898644833
673	0.02898303822
674	0.02897964253
675	0.02897955588
676	0.02897713158
677	0.02897309769
678	0.02897296773
679	0.02896697316
680	0.02896188433
681	0.02896131264
682	0.02895794767
683	0.02895506442
684	0.0289526755
685	0.02895151249
686	0.0289513383
687	0.02894951871
688	0.0289465813
689	0.02894519432
690	0.02894440893
691	0.02894157019
692	0.02893876346
693	0.02893318058
694	0.02892931674
695	0.0289247152
696	0.02892333342
697	0.02892102971
698	0.02891838983
699	0.02891532836
700	0.02891518115
701	0.02891319267
702	0.02890898001
703	0.02890647649
704	0.02890275441
705	0.0289024879
706	0.02889843462
707	0.02889272864
708	0.02888770231
709	0.02888511761
710	0.02888313982
711	0.02888054382
712	0.02887920597
713	0.02887369902
714	0.02886896342
715	0.02886810847
716	0.02886681491
717	0.0288629245
718	0.02885981986
719	0.02885829873
720	0.02885699666
721	0.02885466929
722	0.02885042396
723	0.02884952616
724	0.02884580476
725	0.02884185119
726	0.02883637412
727	0.02883303346
728	0.0288325468
729	0.02883209174
730	0.02882942013
731	0.02882725009
732	0.02882415441
733	0.02882384973
734	0.02882072247
735	0.02881882828
736	0.02881683715
737	0.02881622085
738	0.02881246362
739	0.02881171265
740	0.02880852916
741	0.02880740498
742	0.02880165591
743	0.02880032939
744	0.02879671287
745	0.02879418782
746	0.0287931479
747	0.02879133638
748	0.02878947995
749	0.02878798935
750	0.02878626067
751	0.02878422105
752	0.028782244
753	0.02877832682
754	0.02877475831
755	0.02877410165
756	0.02877134439
757	0.02876997442
758	0.02876810386
759	0.02876481318
760	0.02876246714
761	0.02876128583
762	0.02875942984
763	0.028756292
764	0.02875448771
765	0.02875341473
766	0.02875181171
767	0.02875057829
768	0.02874809079
769	0.02874579037
770	0.02874431995
771	0.02874407359
772	0.02874191368
773	0.02873727219
774	0.02873551453
775	0.02873325376
776	0.02873060876
777	0.0287296738
778	0.02872807517
779	0.02872527145
780	0.02872192161
781	0.02871926038
782	0.02871455354
783	0.02871431177
784	0.02871122922
785	0.02870982486
786	0.02870519224
787	0.02870249542
788	0.0286990914
789	0.02869594092
790	0.02869090203
791	0.0286884281
792	0.02868630015
793	0.02868422811
794	0.02868174362
795	0.02867766288
796	0.02867472141
797	0.02867196125
798	0.02867013913
799	0.0286672151
800	0.02866353191
801	0.02866276263
802	0.02865990531
803	0.02865892851
804	0.02865506236
805	0.02865225337
806	0.02865031779
807	0.02864961836
808	0.02864654093
809	0.02864316027
810	0.02864297775
811	0.02863865593
812	0.02863581239
813	0.02863413347
814	0.028632725
815	0.02862931586
816	0.02862808533
817	0.02862598336
818	0.02862310447
819	0.02861991324
820	0.02861664306
821	0.02861475506
822	0.02861069061
823	0.02860888849
824	0.0286060058
825	0.0286046015
826	0.02860343373
827	0.02860096689
828	0.02859642073
829	0.02859635826
830	0.02859488205
831	0.02859072317
832	0.02858668368
833	0.02858362557
834	0.02858101108
835	0.02857726651
836	0.02857527953
837	0.02857160862
838	0.0285692278
839	0.02856810581
840	0.02856640793
841	0.02856481897
842	0.0285604972
843	0.02855851839
844	0.02855776814
845	0.02855594243
846	0.02855272544
847	0.02854931022
848	0.02854721938
849	0.02854435082
850	0.02854251832
851	0.02854032917
852	0.02853911402
853	0.02853782082
854	0.02853358797
855	0.02853236627
856	0.02852775734
857	0.02852531962
858	0.02852355065
859	0.02851997328
860	0.02851853255
861	0.02851798725
862	0.0285169469
863	0.02851621578
864	0.02851185869
865	0.02850867128
866	0.02850796465
867	0.02850605792
868	0.02850492051
869	0.02850246654
870	0.02850111536
871	0.02849955506
872	0.02849637421
873	0.0284939819
874	0.02848237115
875	0.02847970634
876	0.0284768977
877	0.02847522352
878	0.02847264044
879	0.02847055213
880	0.02846763989
881	0.02846553943
882	0.02846338825
883	0.02846145196
884	0.02845957704
885	0.02845579777
886	0.02845417819
887	0.02845294332
888	0.02845184129
889	0.02844955898
890	0.02844685451
891	0.02844491651
892	0.02844237474
893	0.02844233346
894	0.02843969127
895	0.02843887781
896	0.02843649576
897	0.02843408074
898	0.02842992767
899	0.02842951918
900	0.02842725066
901	0.02842528606
902	0.02842428718
903	0.02842138645
904	0.02841903409
905	0.02841516521
906	0.02841370497
907	0.02840959801
908	0.02840761454
909	0.02840452726
910	0.02839991082
911	0.02839884165
912	0.02839523235
913	0.02839167504
914	0.02839006794
915	0.02838834507
916	0.02838798156
917	0.02838457499
918	0.0283827409
919	0.02838257907
920	0.02837982707
921	0.02837468206
922	0.02837272818
923	0.02837051615
924	0.02836674821
925	0.02836281473
926	0.02836023905
927	0.02835930199
928	0.02835620094
929	0.02835161113
930	0.02834959795
931	0.02834764165
932	0.02834687995
933	0.02834506
934	0.02834259348
935	0.02833925517
936	0.02833877194
937	0.02833788687
938	0.02833707609
939	0.02833265656
940	0.02833212688
941	0.02832958915
942	0.02832751239
943	0.02832601898
944	0.02832579719
945	0.02832477181
946	0.02832250972
947	0.02831986849
948	0.02831771169
949	0.02831669275
950	0.02831207075
951	0.0283089415
952	0.02830679391
953	0.02830592929
954	0.02830302367
955	0.02830289578
956	0.02830107133
957	0.02829854825
958	0.02829517409
959	0.0282936012
960	0.02829118395
961	0.02828979956
962	0.02828868773
963	0.02828864979
964	0.0282866489
965	0.02828341791
966	0.02828223379
967	0.02827945645
968	0.02827363212
969	0.02827341431
970	0.02827223681
971	0.02827166996
972	0.02826661436
973	0.02826302792
974	0.02826174315
975	0.02825824257
976	0.02825728124
977	0.02825410797
978	0.02825249093
979	0.02824961691
980	0.028248535
981	0.02824849899
982	0.02824546374
983	0.02824361426
984	0.02823975367
985	0.02823511881
986	0.02823313546
987	0.02823166151
988	0.02823036987
989	0.02822710889
990	0.02822407838
991	0.02822243393
992	0.02822003293
993	0.02821904531
994	0.02821751795
995	0.0282170602
996	0.02821363211
997	0.02821157269
998	0.02820776335
999	0.02820708428
